gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charges_per_tenure_month,estimated_tenure_value,tenure_bucket,active_service_count,electronic_payment,actual_churn,predicted_churn,probability,error_type,borderline_probability
Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,79.68606557377049,4928.8,49-72,5,0,0,0,0.053142033459812506,correct,False
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,90.31,2228.75,25-48,3,0,1,1,0.585931782631054,correct,True
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,91.41351351351352,3374.4,25-48,3,0,0,0,0.38008956107472414,correct,False
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,90.45384615384616,2372.5,25-48,2,1,1,1,0.8092004310357725,correct,False
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,20.825,197.5,7-12,0,0,0,0,0.23393333655701748,correct,False
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,20.4,20.4,0-6,0,0,1,0,0.4101267230467453,false_negative,True
Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,38.887499999999996,975.5999999999999,13-24,2,0,1,1,0.6076156794262695,correct,False
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,111.47923076923077,7172.75,49-72,5,1,0,0,0.24723893086444926,correct,False
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,65.64347826086956,1492.7,13-24,2,0,0,0,0.3547576922415168,correct,False
Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,65.28571428571429,3241.3500000000004,49-72,2,0,0,0,0.10190416341885196,correct,False
Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,57.660714285714285,2337.2999999999997,25-48,1,1,0,0,0.384726727740078,correct,False
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,20.20625,166.8,7-12,0,0,0,0,0.05688369757625936,correct,False
Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,54.19642857142857,1530.2,25-48,2,0,0,0,0.19617620314137815,correct,False
Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,80.39718309859154,5722.599999999999,49-72,5,0,0,0,0.029322707445646967,correct,False
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,101.55942028985508,6862.05,49-72,3,0,1,1,0.5919235950894636,correct,True
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,115.43897058823529,7799.6,49-72,6,0,0,0,0.11665884738266762,correct,False
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,106.16796875,6745.6,49-72,4,0,0,0,0.19503901001243715,correct,False
Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,67.63333333333334,225.14999999999998,0-6,1,0,0,1,0.8216805223010029,false_positive,False
Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,49.27045454545454,3260.4,49-72,1,0,0,0,0.07825874552459619,correct,False
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,19.09642857142857,511.0,25-48,0,0,0,0,0.07681888696763783,correct,False
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,109.26940298507463,7440.349999999999,49-72,6,1,0,0,0.14740455522422533,correct,False
Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,18.504347826086956,901.6,25-48,0,1,0,0,0.1414124325725124,correct,False
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,95.25272727272727,5321.25,49-72,3,1,1,1,0.5999222458667458,correct,True
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,67.74545454545455,1533.4,13-24,0,0,0,1,0.6174827659616485,false_positive,False
Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,83.36111111111111,1582.2,13-24,3,0,0,1,0.5951701188067695,false_positive,True
Male,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,40.05869565217392,1858.3999999999999,25-48,3,0,0,0,0.04121797327877889,correct,False
Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,76.515,781.5,7-12,1,0,0,1,0.715441235506111,false_positive,False
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,101.19027777777778,7156.8,49-72,3,1,0,0,0.2924754588003345,correct,False
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,54.709375,884.8,13-24,1,1,0,0,0.47290242293965173,correct,True
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,79.25,231.0,0-6,0,1,1,1,0.9263735908578036,correct,False
Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,26.94047619047619,547.0500000000001,13-24,0,1,0,1,0.5502375957466977,false_positive,True
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,85.27000000000001,393.75,0-6,1,0,0,1,0.8423943011685756,false_positive,False
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,29.95,29.95,0-6,1,0,1,1,0.6866227742519255,correct,False
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,45.4,45.4,0-6,0,0,1,1,0.6964512725664798,correct,False
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,87.02083333333333,3069.0,25-48,1,0,1,1,0.7223035323680073,correct,False
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,103.21171875,6659.2,49-72,5,0,0,0,0.11733748958237378,correct,False
Male,1,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,72.725,2245.5,25-48,3,1,0,0,0.2505838163363604,correct,False
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,20.325694444444444,1407.6000000000001,49-72,0,0,0,0,0.011922583773567553,correct,False
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,20.366304347826087,924.6,25-48,0,0,0,0,0.025040009600425853,correct,False
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,95.24000000000001,4284.0,25-48,3,0,0,0,0.20222170846845952,correct,False
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,19.35,41.3,0-6,0,0,1,0,0.4034205795924511,false_negative,True
Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,55.44558823529412,1870.0,25-48,2,0,0,0,0.08685814048063174,correct,False
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,106.72777777777777,5753.7,49-72,4,0,1,0,0.32223499686180734,false_negative,False
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,19.82857142857143,418.95,13-24,0,0,0,0,0.22034796641380944,correct,False
Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,75.83923076923077,4949.75,49-72,4,0,0,0,0.03960854348162145,correct,False
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,77.0175,1396.0,13-24,0,0,0,1,0.6249039626572713,false_positive,False
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,79.5,79.5,0-6,1,1,1,1,0.9208063601203486,correct,False
Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,72.81666666666668,2914.8,25-48,3,0,0,0,0.2707730536453741,correct,False
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,19.4,19.4,0-6,0,0,1,0,0.4232961485687517,false_negative,True
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,95.08250000000001,1931.0,13-24,4,1,0,1,0.5900475731587448,false_positive,True
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,69.09545454545454,772.2,7-12,0,1,0,1,0.7125496515321669,false_positive,False
Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,25.49016393442623,1543.3,49-72,0,0,0,0,0.025546730856971636,correct,False
Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1584.8,24.7625,1600.0,49-72,0,0,0,0,0.024288750391014035,correct,False
Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,87.646,2210.0,25-48,3,0,0,1,0.6017748246869395,false_positive,False
Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,48.61590909090909,2206.6,25-48,0,0,0,0,0.33342855900729,correct,False
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,66.03,349.75,0-6,0,1,1,1,0.8481059944030789,correct,False
Female,1,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,28.932291666666668,1435.1999999999998,25-48,1,0,0,0,0.12934577433483957,correct,False
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,78.3,449.40000000000003,0-6,0,1,1,1,0.9127054979926046,correct,False
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,44.8375,200.2,0-6,1,0,1,1,0.5516098730033541,correct,True
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,18.372916666666665,1436.3999999999999,49-72,0,0,0,0,0.012207406422827943,correct,False
Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,90.17592592592592,4827.6,49-72,2,0,0,1,0.5642136365150168,false_positive,True
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,68.31287878787879,4451.7,49-72,3,0,0,0,0.15497357919747393,correct,False
Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,43.36666666666667,149.7,0-6,1,0,1,1,0.6661017564277354,correct,False
Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,64.83421052631579,1241.6499999999999,13-24,3,0,0,0,0.22507349521733686,correct,False
Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,81.57622950819672,4941.0,49-72,4,0,0,0,0.0909048746546854,correct,False
Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,86.42592592592592,4849.2,49-72,3,0,0,0,0.3891457145602673,correct,False
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,49.95,49.95,0-6,1,1,0,1,0.672240888294696,false_positive,False
Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,77.46052631578948,1517.1499999999999,13-24,1,1,1,1,0.8022198643725156,correct,False
Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,20.131249999999998,474.0,13-24,0,0,0,0,0.037173548538991026,correct,False
Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,105.00151515151515,3476.5499999999997,25-48,4,0,0,1,0.7086537030667699,false_positive,False
Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,86.26290322580645,2599.35,25-48,2,0,0,1,0.6081753871545882,false_positive,False
Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,45.19915254237288,2613.7,49-72,2,1,0,1,0.5969820810739325,false_positive,True
Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,92.975,1820.0,13-24,2,0,0,1,0.6281931395383401,false_positive,False
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,100.29833333333333,5940.0,49-72,3,1,0,1,0.7379466107375542,false_positive,False
Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,78.14722222222223,1449.8999999999999,13-24,1,0,0,1,0.6616657899936298,false_positive,False
Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,68.30526315789473,1151.4,13-24,3,1,0,0,0.3192080139856337,correct,False
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,18.85625,472.79999999999995,13-24,0,0,0,0,0.029425721404906992,correct,False
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,19.15,182.25,7-12,0,0,0,0,0.10802024653155563,correct,False
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,25.40909090909091,800.25,25-48,0,0,0,0,0.14254345138774122,correct,False
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,30.525,38.8,0-6,0,0,0,0,0.4064300255757139,correct,True
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,95.04776119402985,6241.05,49-72,3,1,0,0,0.2642711985060904,correct,False
Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,48.760576923076925,2587.0,49-72,1,0,0,0,0.21142591975868835,correct,False
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,18.41,98.25,0-6,0,0,0,0,0.47694680951883284,correct,True
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,19.4,19.4,0-6,0,0,0,0,0.45848564486144366,correct,True
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,19.571641791044776,1326.6000000000001,49-72,0,0,0,0,0.02323853415015986,correct,False
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,97.41269841269842,6293.700000000001,49-72,3,0,1,0,0.35408302908498235,false_negative,False
Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,53.55,99.9,0-6,1,0,0,1,0.6599790756268777,false_positive,False
Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,87.098,2226.25,25-48,2,1,1,1,0.6273403960922772,correct,False
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,373.5,19.657894736842106,379.05,13-24,0,0,0,0,0.05573706442007317,correct,False
Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,56.25725806451613,3481.2999999999997,49-72,2,0,0,0,0.04796791286905472,correct,False
Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,33.410869565217396,796.9499999999999,13-24,1,0,0,1,0.6117221712380876,false_positive,False
Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,64.61785714285715,4546.5,49-72,4,0,0,0,0.017163862893223157,correct,False
Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,89.91724137931034,2731.8,25-48,3,1,0,1,0.7322526342290073,false_positive,False
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,76.4984375,2524.8,25-48,1,1,1,1,0.7274378723828365,correct,False
Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,64.33225806451613,2022.75,25-48,3,0,1,0,0.20250156368404587,false_negative,False
Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,95.85508474576271,5652.2,49-72,3,1,0,0,0.23282275377296802,correct,False
Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,62.8421875,2075.2,25-48,2,0,0,0,0.3058255036702956,correct,False
Male,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,49.19705882352941,846.5999999999999,13-24,3,0,0,1,0.6538091334340113,false_positive,False
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,19.934615384615384,543.4,25-48,0,0,0,0,0.14656080324036724,correct,False
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,97.79583333333333,1134.6,7-12,2,1,0,1,0.8607106603173489,false_positive,False
